,muncode,_prcmean,year,_tempmean
7767,25518,18621.004045307443,2017,2947.9664239482204
7768,25518,21071.41990291262,2018,2946.3620550161813
7769,25518,,2019,2950.824838187702
7770,15516,15689.809556786704,2006,
7771,15516,14386.820867959372,2007,2866.9626038781166
7772,15516,14544.330101569714,2008,2864.820406278855
7773,15516,10211.906971375807,2009,2870.565327793167
7774,15516,14847.423591874423,2010,2872.207756232687
7775,15516,16426.236380424747,2011,2864.678439519852
7776,15516,10740.383887349954,2012,2866.0907202216063
7777,15516,17720.26731301939,2013,2872.487996306556
7778,15516,16718.384286074037,2014,2872.6352723915047
7779,15516,23292.92890120037,2015,2873.5927977839333
7780,15516,22205.47668513389,2016,2876.4868421052633
7781,15516,24784.081717451525,2017,2869.8259464450603
7782,15516,22413.236842105263,2018,2866.987534626039
7783,15516,,2019,2869.786241920591
7784,15518,42544.54652213189,2006,
7785,15518,37660.2554200542,2007,2903.420054200542
7786,15518,38586.48012646793,2008,2902.6463414634145
7787,15518,36784.66734417344,2009,2904.5794941282747
7788,15518,43067.771002710026,2010,2910.0300361336945
7789,15518,47259.65311653117,2011,2905.5451671183378
7790,15518,40269.78590785908,2012,2902.373757904246
7791,15518,41534.221318879856,2013,2905.225609756097
7792,15518,44228.44074895294,2014,2905.38640469738
7793,15518,62671.68586269196,2015,2906.3419150858176
7794,15518,51719.3179765131,2016,2909.974254742547
7795,15518,49697.82542908762,2017,2907.0420054200545
7796,15518,50563.16147244806,2018,2904.1038843721767
7797,15518,,2019,2907.4184733514
7798,41524,17230.08655083655,2006,
7799,41524,15176.081402831403,2007,2974.5339446589446
7800,41524,20812.517535392533,2008,2970.480936293436
7801,41524,15997.991795366795,2009,2977.5949163449163
7802,41524,18125.86792149292,2010,2977.02027027027
7803,41524,24134.301962676964,2011,2970.7480694980695
7804,41524,15589.293918918918,2012,2974.576093951094
7805,41524,11852.590894465895,2013,2977.3809523809523
7806,41524,12767.527641277642,2014,2977.7969755469753
7807,41524,6908.138835263835,2015,2984.3370334620336
7808,41524,10811.667712355213,2016,2989.3079150579147
7809,41524,18298.370575933077,2017,2978.938545688545
7810,41524,10783.181467181466,2018,2979.6816280566277
7811,41524,,2019,2983.49638030888
7812,17524,26467.08524173028,2006,
7813,17524,24539.015267175575,2007,2945.6908396946565
7814,17524,29672.552162849872,2008,2943.89631043257
7815,17524,22838.638676844785,2009,2950.2372773536895
7816,17524,26942.753816793895,2010,2952.623409669211
7817,17524,28371.97264631043,2011,2949.9650127226464
7818,17524,20154.7048346056,2012,2949.0954198473282
7819,17524,27084.124045801527,2013,2950.827608142494
7820,17524,24815.195003469813,2014,2951.4408396946565
7821,17524,24120.50572519084,2015,2954.5922391857507
7822,17524,21215.9548346056,2016,2972.5089058524172
7823,17524,25870.93320610687,2017,2952.520992366412
7824,17524,24691.475190839697,2018,2951.5165394402034
7825,17524,,2019,2953.9083969465646
7826,41530,32243.38596491228,2006,
7827,41530,34785.42384370016,2007,2888.0223285486445
7828,41530,29115.97169059011,2008,2889.0167464114834
7829,41530,29717.396730462522,2009,2890.6714513556617
7830,41530,26570.301435406698,2010,2893.2097288676237
7831,41530,30130.0677830941,2011,2891.582137161085
7832,41530,32604.751993620415,2012,2887.047049441786
7833,41530,25310.057416267944,2013,2887.703349282297
7834,41530,27684.180513266638,2014,2888.588516746411
7835,41530,27794.05661881978,2015,2889.731259968102
7836,41530,28020.829346092505,2016,2886.243620414673
7837,41530,28299.186602870814,2017,2892.8233652312597
7838,41530,24678.49960127592,2018,2891.1244019138758
7839,41530,,2019,2892.3640350877195
7840,68522,16693.963333333333,2006,
7841,68522,17297.476666666666,2007,2974.7566666666667
7842,68522,17730.183333333334,2008,2972.42
7843,68522,15747.253333333334,2009,2978.306666666667
7844,68522,16989.726666666666,2010,2980.92
7845,68522,18077.676666666666,2011,2976.226666666667
7846,68522,13894.816666666666,2012,2977.2166666666667
7847,68522,14754.343333333332,2013,2981.0466666666666
7848,68522,15036.25818181818,2014,2981.5066666666667
7849,68522,17926.946666666667,2015,2984.236666666666
7850,68522,18376.36,2016,3009.6299999999997
7851,68522,23791.75,2017,2980.66
7852,68522,19567.173333333336,2018,2978.883333333333
7853,68522,,2019,2982.933333333333
7854,8520,9123.029051987767,2006,
7855,8520,10781.388379204893,2007,3009.562691131499
7856,8520,10725.28899082569,2008,3008.0542813455654
7857,8520,6490.345565749235,2009,3014.5649847094805
7858,8520,13458.431192660551,2010,3012.692660550459
7859,8520,11478.883027522936,2011,3009.3394495412845
7860,8520,6388.194189602446,2012,3014.5527522935777
7861,8520,8071.587155963302,2013,3016.0665137614683
7862,8520,7138.315262718932,2014,3018.7400611620797
7863,8520,5246.460244648318,2015,3021.8608562691134
7864,8520,8039.314220183486,2016,3019.983180428135
7865,8520,9821.819571865444,2017,3016.4579510703365
7866,8520,10901.044342507646,2018,3015.6743119266052
7867,8520,,2019,3018.931957186544
7868,68524,19285.4882629108,2006,
7869,68524,20450.512910798123,2007,2941.839201877934
7870,68524,19771.458920187793,2008,2939.8286384976527
7871,68524,18382.63028169014,2009,2944.7840375586857
7872,68524,20157.019953051644,2010,2948.633802816901
7873,68524,21193.438967136153,2011,2943.957746478873
7874,68524,16008.68544600939,2012,2944.2676056338028
7875,68524,17724.8720657277,2013,2948.0856807511736
7876,68524,17950.928297055056,2014,2948.3978873239435
7877,68524,22450.102112676057,2015,2950.839201877934
7878,68524,21823.933098591548,2016,2965.523474178404
7879,68524,26056.660798122062,2017,2948.2323943661972
7880,68524,22199.3779342723,2018,2946.6150234741785
7881,68524,,2019,2950.6208920187796
7882,70523,9657.887161084529,2006,
7883,70523,10197.246810207336,2007,3007.875996810207
7884,70523,14015.317783094099,2008,3004.96331738437
7885,70523,9503.344896331739,2009,3012.123205741627
7886,70523,13531.78389154705,2010,3011.7759170653903
7887,70523,13999.328947368422,2011,3007.030701754386
7888,70523,11610.408293460925,2012,3011.821770334928
7889,70523,10515.190988835726,2013,3012.377192982456
7890,70523,9105.491518051327,2014,3014.9613237639555
7891,70523,10160.202153110049,2015,3019.242424242424
7892,70523,10736.462918660287,2016,3017.1901913875595
7893,70523,12408.355263157895,2017,3014.261562998405
7894,70523,12165.220494417861,2018,3012.521531100478
7895,70523,,2019,3016.105661881978
7896,54518,17031.996168582376,2006,
7897,54518,18168.392959770114,2007,2862.96096743295
7898,54518,15652.881704980842,2008,2860.3608716475096
7899,54518,15746.704501915709,2009,2864.304118773946
7900,54518,19546.29573754789,2010,2872.0857279693487
7901,54518,19290.372844827587,2011,2864.52035440613
7902,54518,25684.134578544064,2012,2865.1961206896553
7903,54518,32006.03903256705,2013,2868.2871168582374
7904,54518,36798.23328108673,2014,2867.3225574712646
7905,54518,42262.198994252874,2015,2867.8848180076625
7906,54518,33209.33405172414,2016,2871.363266283525
7907,54518,30759.982040229883,2017,2864.215517241379
7908,54518,36253.05866858237,2018,2861.4755747126437
7909,54518,,2019,2866.182471264368
7910,54520,16448.14898989899,2006,
7911,54520,18186.32786195286,2007,2895.26430976431
7912,54520,15069.43855218855,2008,2892.5492424242425
7913,54520,15569.058501683501,2009,2895.983585858586
7914,54520,18996.05345117845,2010,2903.178872053872
7915,54520,19601.031986531987,2011,2896.047558922559
7916,54520,24281.645622895623,2012,2897.0391414141413
7917,54520,25557.385942760942,2013,2900.344276094276
7918,54520,28009.02662993572,2014,2900.1973905723903
7919,54520,32545.47558922559,2015,2900.6102693602693
7920,54520,26841.421717171717,2016,2911.565656565657
7921,54520,24923.69612794613,2017,2896.0622895622896
7922,54520,28537.720538720536,2018,2893.635101010101
7923,54520,,2019,2898.01430976431
7924,25524,15429.547892720308,2006,
7925,25524,15347.975095785441,2007,2936.2203065134095
7926,25524,17417.99042145594,2008,2935.7595785440612
7927,25524,12401.307471264367,2009,2939.5775862068967
7928,25524,14630.484674329504,2010,2942.6034482758623
7929,25524,19945.084291187737,2011,2940.073754789272
7930,25524,14260.360153256705,2012,2937.7452107279696
7931,25524,68235.50191570881,2013,2939.45785440613
7932,25524,67838.55485893418,2014,2940.3697318007667
7933,25524,62467.622605363984,2015,2942.421455938698
7934,25524,76958.00574712643,2016,2958.3189655172414
7935,25524,65951.13888888889,2017,2943.4856321839084
7936,25524,70386.52586206897,2018,2940.682950191571
7937,25524,,2019,2942.8620689655177
7938,15522,17578.851063829785,2006,
7939,15522,14792.205673758865,2007,2856.6932624113474
7940,15522,17295.40425531915,2008,2855.164893617021
7941,15522,12496.349290780141,2009,2858.996453900709
7942,15522,19537.544326241135,2010,2861.7890070921985
7943,15522,17957.356382978724,2011,2856.757092198581
7944,15522,19562.877659574468,2012,2856.758865248227
7945,15522,35762.34042553191,2013,2861.4946808510635
7946,15522,39232.42166344294,2014,2860.5585106382982
7947,15522,46152.90425531915,2015,2861.517730496454
7948,15522,36839.07624113475,2016,2872.758865248227
7949,15522,41725.33510638298,2017,2858.301418439716
7950,15522,48930.053191489365,2018,2856.1914893617018
7951,15522,,2019,2859.7925531914893
7952,25530,30333.335020893603,2006,
7953,25530,27549.859771777566,2007,2990.352217936355
7954,25530,29880.585181613627,2008,2990.294921247187
7955,25530,25136.480793956925,2009,2992.3416907746705
7956,25530,32707.395531983286,2010,2994.2127129540345
7957,25530,26627.2106235937,2011,2989.8111539697843
7958,25530,26271.269206043075,2012,2987.7205078752813
7959,25530,30459.58807457409,2013,2989.75787528126
7960,25530,28430.30665380906,2014,2992.568306010929
7961,25530,43115.090324654455,2015,2992.72693667631
7962,25530,39156.009803921566,2016,2996.1195756991324
7963,25530,35867.52274188364,2017,2990.7243651558983
7964,25530,32698.599244615878,2018,2987.93924783028
7965,25530,,2019,2993.2201060752172
7966,19532,17887.574576271185,2006,
7967,19532,17906.336629001886,2007,2961.670527306968
7968,19532,23651.03229755179,2008,2956.4875706214693
7969,19532,15753.44284369115,2009,2964.795103578155
7970,19532,20055.341713747646,2010,2962.5669491525423
7971,19532,27387.438418079095,2011,2960.6967043314503
7972,19532,14874.63352165725,2012,2964.180414312618
7973,19532,10559.083804143125,2013,2963.7297551789075
7974,19532,12672.948433487416,2014,2964.980602636535
7975,19532,7969.0043314500945,2015,2971.222504708098
7976,19532,9741.440866290019,2016,2984.1570621468927
7977,19532,17909.228719397364,2017,2966.218079096045
7978,19532,12634.968832391714,2018,2967.428625235405
7979,19532,,2019,2971.5284369114875
7980,15531,22103.199214365883,2006,
7981,15531,25968.37962962963,2007,2939.1812570145903
7982,15531,25253.103535353537,2008,2935.926767676768
7983,15531,18977.84960718294,2009,2941.9525813692476
7984,15531,23138.113636363636,2010,2943.923681257015
7985,15531,27204.718294051625,2011,2941.6324354657686
7986,15531,16697.624298540966,2012,2943.5115039281704
7987,15531,19485.03872053872,2013,2944.5471380471377
7988,15531,17346.98438934803,2014,2946.0645342312005
7989,15531,20951.73428731762,2015,2950.762065095398
7990,15531,22401.143378226712,2016,2959.1531986531986
7991,15531,28251.56425364759,2017,2946.277497194164
7992,15531,26275.794332210997,2018,2944.9983164983164
7993,15531,,2019,2949.864197530864
7994,15533,31729.014527458494,2006,
7995,15533,28263.70769476373,2007,2935.6433588761174
7996,15533,28054.75510855683,2008,2935.4720625798213
7997,15533,26376.33908045977,2009,2937.146392081737
7998,15533,31554.28783524904,2010,2941.6182950191574
7999,15533,35345.86366538953,2011,2936.7988505747126
8000,15533,30608.07311621967,2012,2934.438856960409
8001,15533,28164.632503192846,2013,2937.6339399744575
8002,15533,29261.963949843263,2014,2937.461845466156
8003,15533,35778.42049808429,2015,2938.935664112388
8004,15533,35408.31178160919,2016,2942.555715197957
8005,15533,34221.09786079183,2017,2938.6491060025546
8006,15533,34713.83540868454,2018,2936.594508301405
8007,15533,,2019,2940.528416347382
8008,85250,17815.64736144352,2006,
8009,85250,18745.92055000235,2007,2998.8622119761603
8010,85250,16883.007567225115,2008,2997.185238631564
8011,85250,17878.331462058286,2009,2997.5852632690417
8012,85250,17277.685221033367,2010,3000.420432681027
8013,85250,19672.919541039,2011,2995.4236531512506
8014,85250,20178.216710075554,2012,2994.819812051246
8015,85250,17574.08894129241,2013,2998.3687291754654
8016,85250,17471.70619328581,2014,2999.884397437703
8017,85250,21301.998181519546,2015,2999.5089398845557
8018,85250,20338.08241822704,2016,3001.79007109672
8019,85250,20109.849588202167,2017,2998.332740860669
8020,85250,23617.369257121405,2018,2996.8320193345535
8021,85250,,2019,3003.172597259374
8022,15537,11903.507471264369,2006,
8023,15537,10496.603448275862,2007,2846.9942528735633
8024,15537,11976.423563218392,2008,2846.3229885057467
8025,15537,8229.558620689655,2009,2849.1201149425287
8026,15537,14144.008620689654,2010,2855.324712643678
8027,15537,15680.45344827586,2011,2849.7816091954023
8028,15537,11826.387931034484,2012,2847.706896551724
8029,15537,19604.928160919542,2013,2851.3959770114943
8030,15537,20538.934169278997,2014,2850.090804597701
8031,15537,23558.636781609195,2015,2851.1385057471266
8032,15537,24409.860919540228,2016,2858.5724137931034
8033,15537,27520.66896551724,2017,2850.8068965517245
8034,15537,26838.5,2018,2848.018965517241
8035,15537,,2019,2851.1385057471266
8036,20550,16835.075452716297,2006,
8037,20550,18920.50402414487,2007,2995.6250838363517
8038,20550,24382.57310529846,2008,2992.6986921529174
8039,20550,20558.03890006707,2009,2999.9325955734407
8040,20550,32918.796109993295,2010,2998.942655935614
8041,20550,28455.081656606304,2011,2994.4279007377595
8042,20550,25362.87659289068,2012,3002.4941314553994
8043,20550,23659.38732394366,2013,3004.4091213950364
8044,20550,21554.93744283885,2014,3006.6403420523143
8045,20550,22109.34641180416,2015,3010.242790073776
8046,20550,21779.602448021462,2016,3013.8353454057683
8047,20550,30227.825620389,2017,3003.112843729041
8048,20550,26416.65828303152,2018,3001.9574111334673
8049,20550,,2019,3005.640174379611
8050,17541,33024.490929705215,2006,
8051,17541,35307.56505102041,2007,2893.401927437642
8052,17541,38922.776502267574,2008,2887.463860544218
8053,17541,28311.00637755102,2009,2895.8854875283446
8054,17541,34949.87811791383,2010,2899.8098072562357
8055,17541,41735.71088435374,2011,2893.3398526077094
8056,17541,28473.74248866213,2012,2896.505810657596
8057,17541,15448.539965986396,2013,2898.5009920634925
8058,17541,14113.534941249225,2014,2900.0867346938776
8059,17541,11233.664115646257,2015,2905.715844671202
8060,17541,14572.197562358277,2016,2897.378401360544
8061,17541,16874.065901360544,2017,2901.0994897959185
8062,17541,16432.217970521542,2018,2899.809382086168
8063,17541,,2019,2905.310799319728
8064,5543,30898.435934489404,2006,
8065,5543,34085.719813744385,2007,2900.453596660244
8066,5543,34089.16506101477,2008,2896.782594733462
8067,5543,27769.303307642902,2009,2904.9107257546566
8068,5543,35550.070166987796,2010,2907.7127488760434
8069,5543,43533.05539499036,2011,2903.393384714194
8070,5543,31303.910886319845,2012,2904.591522157996
8071,5543,34740.9969492614,2013,2906.5086705202316
8072,5543,29660.68978805395,2014,2906.9171483622354
8073,5543,33790.38086062941,2015,2910.7411689145792
8074,5543,39047.89852280026,2016,2905.8306037251127
8075,5543,45541.170038535645,2017,2905.812138728323
8076,5543,39732.787732819525,2018,2903.898843930636
8077,5543,,2019,2907.520070648683
8078,15542,17165.541799787006,2006,
8079,15542,13153.248136315227,2007,2843.4267838125666
8080,15542,15645.357294994676,2008,2843.8567625133123
8081,15542,12341.49653887114,2009,2846.2273695420663
8082,15542,18498.81629392971,2010,2850.65202342918
8083,15542,21604.70580404686,2011,2846.7377529286473
8084,15542,16900.137646432373,2012,2843.7795527156545
8085,15542,31772.15042598509,2013,2847.48482428115
8086,15542,32915.39209991287,2014,2847.25159744409
8087,15542,49103.03860489882,2015,2847.674387646432
8088,15542,40223.74227902023,2016,2851.0902555910543
8089,15542,41508.56682641108,2017,2848.715388711395
8090,15542,40107.313897763575,2018,2845.2790202342917
8091,15542,,2019,2847.4701810436636
